用戶名,評論,評論時間
root,要多少爬多少，再來100頁,"
								2021-05-12 15:21							"
spiderman,测试的人太多了,"
								2021-05-12 15:17							"
spiderman,session方法,"
								2021-05-12 15:12							"
spiderman,summer testing测试测试,"
								2021-05-12 15:07							"
spiderman,测试评论，测试测试,"
								2021-05-12 15:07							"
spiderman,嗯， 不错,"
								2021-05-12 15:06							"
spiderman,能看懂但是自己不会做,"
								2021-05-12 15:04							"
spiderman,发多少,"
								2021-05-12 15:04							"
spiderman,很奇怪,"
								2021-05-12 15:00							"
spiderman,中文不可以,"
								2021-05-12 14:59							"
spiderman,lbwnb,"
								2021-05-12 14:55							"
spiderman,难难难,"
								2021-05-12 14:53							"
spiderman,python学习太难了,"
								2021-05-12 14:49							"
spiderman,发货的时间共和国的,"
								2021-05-12 14:47							"
spiderman,纯属教学,"
								2021-05-12 14:45							"
spiderman,测试aa,"
								2021-05-12 14:31							"
spiderman,sunny测试,"
								2021-05-12 14:24							"
spiderman,快到周末吧,"
								2021-05-12 14:19							"
spiderman,测试所需要的,"
								2021-05-12 14:17							"
spiderman,预测,"
								2021-05-12 14:17							"
spiderman,skr,"
								2021-05-12 14:13							"
spiderman,爬虫测试1。,"
								2021-05-12 14:10							"
spiderman,爬虫学习。,"
								2021-05-12 13:59							"
spiderman,print,"
								2021-05-12 13:53							"
spiderman,baba,"
								2021-05-12 13:52							"
spiderman,956,"
								2021-05-12 13:40							"
spiderman,学习技术，开发利用科技。,"
								2021-05-12 13:31							"
spiderman,好喜欢这里呀 棒棒哒,"
								2021-05-12 13:29							"
spiderman,纯属测试3742698,"
								2021-05-12 13:28							"
spiderman,又是一次超级复杂的评论哈哈哈哈哈哈,"
								2021-05-12 13:07							"
spiderman,真是棒极了,"
								2021-05-12 13:00							"
spiderman,这里真棒,"
								2021-05-12 12:58							"
spiderman,神秘评论,"
								2021-05-12 12:33							"
spiderman,拥抱技术。,"
								2021-05-12 12:28							"
spiderman,dadada,"
								2021-05-12 12:24							"
spiderman,又来来测试啦,"
								2021-05-12 11:42							"
spiderman,hahahahahahha,"
								2021-05-12 11:42							"
spiderman,hahhahha,"
								2021-05-12 11:29							"
spiderman,very very very good,"
								2021-05-12 11:22							"
spiderman,我的评论很复杂很复杂嘿嘿嘿嘿嘿嘿,"
								2021-05-12 11:21							"
spiderman,又又测试,"
								2021-05-12 11:16							"
spiderman,test three,"
								2021-05-12 11:14							"
spiderman,Good Story,"
								2021-05-12 11:11							"
spiderman,淄博四中的葛兰我爱你,"
								2021-05-12 11:11							"
spiderman,testword,"
								2021-05-12 11:06							"
spiderman,再再再测试,"
								2021-05-12 11:05							"
spiderman,test two,"
								2021-05-12 11:04							"
spiderman,山东理工大学的廖朝晖我爱你！！,"
								2021-05-12 10:54							"
spiderman,评论今天第4次,"
								2021-05-12 10:47							"
spiderman,评论就评论呗~~,"
								2021-05-12 10:42							"
spiderman,淄川的葛兰我爱你,"
								2021-05-12 10:42							"
spiderman,重复测试？,"
								2021-05-12 10:37							"
spiderman,廖朝晖 我爱你,"
								2021-05-12 10:35							"
spiderman,杨的测试,"
								2021-05-12 10:22							"
spiderman,评论一下试试看,"
								2021-05-12 10:20							"
spiderman,廖朝晖I loveU,"
								2021-05-12 09:43							"
spiderman,test test 测试,"
								2021-05-12 09:41							"
spiderman,能不能发表呢？,"
								2021-05-12 09:35							"
spiderman,16,"
								2021-05-12 09:35							"
spiderman,越来越接近实际,"
								2021-05-12 09:31							"
spiderman,天哪,"
								2021-05-12 09:27							"
spiderman,天猫,"
								2021-05-12 09:24							"
spiderman,hao好啊,"
								2021-05-12 08:46							"
spiderman,你好，我来了,"
								2021-05-12 08:34							"
spiderman,buhaokan,"
								2021-05-12 08:18							"
spiderman,这个课程好,"
								2021-05-12 08:17							"
spiderman,89824,"
								2021-05-12 05:33							"
spiderman,ufghj,"
								2021-05-12 05:20							"
spiderman,good chance to learn python,"
								2021-05-12 01:36							"
spiderman,"应用数据的算法比人的评论更客观，听其言，更要看其行。而算法就是看其行。
干掉服装店的是淘宝，是线上消费；干掉钱包公司的是微信支付和支付宝，人们不再需要钱包。
etflix(今日头条+爱奇艺+豆瓣)，市值>800亿美元，虽然高风险、被高估，但是，
其统计“暂停/快进”，找剧情尿点；统计“分享/回放”，找传播点，干涉剧情创作。依靠电视剧习惯数据分析，而《纸牌屋》大获成功；通过办大型比赛，由工程师、统计学家、研究专家的团队夺得百万奖金，其实质是招贤纳士；取消五星打分机制，改为好/不好，单一判断；取消用户评论功能，使数据减少干扰因素。心算法更胜过人的判断。
当下是巨变时代，算法代替人不可避免，所以只有积极面对，拥抱技术，继续学习。","
								2021-05-12 01:02							"
spiderman,this is bullshit,"
								2021-05-11 22:44							"
spiderman,““`,"
								2021-05-11 22:34							"
spiderman,厉害，爱了爱了,"
								2021-05-11 22:32							"
spiderman,测试测试程序怎么样,"
								2021-05-11 22:22							"
spiderman,5641895419848,"
								2021-05-11 22:16							"
spiderman,ska,"
								2021-05-11 22:14							"
spiderman,fjkkhjkgfyryr,"
								2021-05-11 22:14							"
spiderman,好好看！,"
								2021-05-11 22:06							"
spiderman,好好看！！！！,"
								2021-05-11 22:03							"
spiderman,jintianwopinglunletaiduoci,"
								2021-05-11 21:58							"
spiderman,好好看！！,"
								2021-05-11 21:58							"
spiderman,这个好好看啊！！,"
								2021-05-11 21:56							"
spiderman,这个好好笑啊！,"
								2021-05-11 21:55							"
spiderman,eneneen,"
								2021-05-11 21:54							"
spiderman,wopinglunshahaone,"
								2021-05-11 21:54							"
forchangebao,年后,"
								2021-05-11 21:53							"
spiderman,不知道要写什么,"
								2021-05-11 21:47							"
spiderman,这个评论绝对没有出现过,"
								2021-05-11 21:36							"
spiderman,哈哈来测试一下,"
								2021-05-11 21:31							"
spiderman,Are you crazy?,"
								2021-05-11 21:20							"
spiderman,lllllllllllllllll,"
								2021-05-11 21:19							"
spiderman,just okay,"
								2021-05-11 21:17							"
spiderman,非常精彩，谢谢pythonr的老师们,"
								2021-05-11 21:16							"
spiderman,2325566lll,"
								2021-05-11 21:15							"
spiderman,没有共产党就没有新中国…………,"
								2021-05-11 21:12							"
spiderman,只做练习用,"
								2021-05-11 20:56							"
xiao_xiao,aaaaabbbbbb,"
								2021-05-11 20:49							"
spiderman,我又来了，，哈哈哈,"
								2021-05-11 20:46							"
spiderman,abcdefg123,"
								2021-05-11 20:44							"
spiderman,我我来来了,"
								2021-05-11 20:37							"
spiderman,哈哈，，,"
								2021-05-11 20:30							"
xiao_xiao,测试来了,"
								2021-05-11 20:24							"
spiderman,纯属开玩笑,"
								2021-05-11 20:18							"
spiderman,未来一来,"
								2021-05-11 20:17							"
spiderman,me,"
								2021-05-11 19:14							"
spiderman,"yes,oh","
								2021-05-11 19:08							"
spiderman,& C:/Users/Lenovo/AppData/Local/Programs/Python/Python37/python.exe d:/文件/1129/login.py,"
								2021-05-11 19:08							"
spiderman,"yes,& C:/Users/Lenovo/AppData/Local/Programs/Python/Python37/python.exe d:/文件/1129/login.py","
								2021-05-11 18:55							"
spiderman,that is& C:/Users/Lenovo/AppData/Local/Programs/Python/Python37/python.exe d:/文件/1129/login.py,"
								2021-05-11 18:43							"
spiderman,that is great!& C:/Users/Lenovo/AppData/Local/Programs/Python/Python37/python.exe d:/文件/1129/login.py,"
								2021-05-11 18:42							"
spiderman,"HAHA,划水","
								2021-05-11 18:22							"
spiderman,this is another test,"
								2021-05-11 18:15							"
spiderman,kallkallkallkallkall,"
								2021-05-11 18:06							"
spiderman,爬虫很厉害!!!,"
								2021-05-11 18:03							"
spiderman,爬虫很好玩！,"
								2021-05-11 17:56							"
spiderman,哈哈哈克拉斯克拉斯,"
								2021-05-11 17:55							"
spiderman,爬虫克拉斯,"
								2021-05-11 17:39							"
spiderman,python learning,"
								2021-05-11 17:37							"
spiderman,好不好& C:/Users/Administrator/AppData/Local/Programs/Python/Python37/python.exe c:/Users/Administrator/Desktop/test/五月/11日/读取cookies.py,"
								2021-05-11 17:23							"
spiderman,小猪猪& C:/Users/Administrator/AppData/Local/Programs/Python/Python37/python.exe c:/Users/Administrator/Desktop/test/五月/11日/cookies登录.py,"
								2021-05-11 17:13							"
spiderman,猪猪侠,"
								2021-05-11 17:12							"
spiderman,test test hehe,"
								2021-05-11 17:03							"
spiderman,iiw,"
								2021-05-11 17:02							"
spiderman,春江水,"
								2021-05-11 17:01							"
spiderman,很好很强大,"
								2021-05-11 16:52							"
spiderman,搞懂评论cookies很小重要,"
								2021-05-11 16:51							"
spiderman,存取cookies文件,"
								2021-05-11 16:42							"
spiderman,春风花草香啊,"
								2021-05-11 16:40							"
spiderman,chunfneg,"
								2021-05-11 16:39							"
spiderman,好难找的评论呜呜呜呜,"
								2021-05-11 16:38							"
